2024-09-01 18:03:55,198 INFO    StreamThr :41213 [internal.py:wandb_internal():85] W&B internal server running at pid: 41213, started at: 2024-09-01 18:03:55.196339
2024-09-01 18:03:55,199 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: status
2024-09-01 18:03:55,202 INFO    WriterThread:41213 [datastore.py:open_for_write():87] open: /Users/tannicholas/SLT_FYP/1d-tokenizer/wandb/run-20240901_180355-9hefio2n/run-9hefio2n.wandb
2024-09-01 18:03:55,202 DEBUG   SenderThread:41213 [sender.py:send():391] send: header
2024-09-01 18:03:55,219 DEBUG   SenderThread:41213 [sender.py:send():391] send: run
2024-09-01 18:03:55,902 INFO    SenderThread:41213 [dir_watcher.py:__init__():211] watching files in: /Users/tannicholas/SLT_FYP/1d-tokenizer/wandb/run-20240901_180355-9hefio2n/files
2024-09-01 18:03:55,902 INFO    SenderThread:41213 [sender.py:_start_run_threads():1200] run started: 9hefio2n with start time 1725185035.198136
2024-09-01 18:03:55,907 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: check_version
2024-09-01 18:03:55,908 DEBUG   SenderThread:41213 [sender.py:send_request():418] send_request: check_version
2024-09-01 18:03:55,995 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: run_start
2024-09-01 18:03:56,001 DEBUG   HandlerThread:41213 [system_info.py:__init__():26] System info init
2024-09-01 18:03:56,001 DEBUG   HandlerThread:41213 [system_info.py:__init__():41] System info init done
2024-09-01 18:03:56,001 INFO    HandlerThread:41213 [system_monitor.py:start():194] Starting system monitor
2024-09-01 18:03:56,001 INFO    SystemMonitor:41213 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-01 18:03:56,001 INFO    HandlerThread:41213 [system_monitor.py:probe():214] Collecting system info
2024-09-01 18:03:56,003 INFO    SystemMonitor:41213 [interfaces.py:start():188] Started cpu monitoring
2024-09-01 18:03:56,003 INFO    SystemMonitor:41213 [interfaces.py:start():188] Started disk monitoring
2024-09-01 18:03:56,003 INFO    SystemMonitor:41213 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-01 18:03:56,005 INFO    SystemMonitor:41213 [interfaces.py:start():188] Started memory monitoring
2024-09-01 18:03:56,009 INFO    SystemMonitor:41213 [interfaces.py:start():188] Started network monitoring
2024-09-01 18:03:56,353 DEBUG   HandlerThread:41213 [system_info.py:probe():152] Probing system
2024-09-01 18:03:56,356 DEBUG   HandlerThread:41213 [system_info.py:_probe_git():137] Probing git
2024-09-01 18:03:56,367 DEBUG   HandlerThread:41213 [system_info.py:_probe_git():145] Probing git done
2024-09-01 18:03:56,367 DEBUG   HandlerThread:41213 [system_info.py:probe():200] Probing system done
2024-09-01 18:03:56,367 DEBUG   HandlerThread:41213 [system_monitor.py:probe():223] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.11.7', 'heartbeatAt': '2024-09-01T10:03:56.353324', 'startedAt': '2024-09-01T10:03:55.188794', 'docker': None, 'cuda': None, 'args': ('config=configs/training/stage1/titok_b64_CSL.yaml',), 'state': 'running', 'program': '/Users/tannicholas/SLT_FYP/1d-tokenizer/scripts/train_titok.py', 'codePathLocal': 'scripts/train_titok.py', 'codePath': '1d-tokenizer/scripts/train_titok.py', 'git': {'remote': 'https://github.com/tanzheen/SLT_FYP.git', 'commit': '799d84db8134e446721090e1aeb1f5ea02edfe57'}, 'email': 'ntan418@gmail.com', 'root': '/Users/tannicholas/SLT_FYP', 'host': 'tans-MacBook-Pro-3.local', 'username': 'tannicholas', 'executable': '/opt/homebrew/opt/python@3.11/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 13.50094223022461}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-09-01 18:03:56,367 INFO    HandlerThread:41213 [system_monitor.py:probe():224] Finished collecting system info
2024-09-01 18:03:56,367 INFO    HandlerThread:41213 [system_monitor.py:probe():227] Publishing system info
2024-09-01 18:03:56,368 INFO    HandlerThread:41213 [system_monitor.py:probe():229] Finished publishing system info
2024-09-01 18:03:56,372 DEBUG   SenderThread:41213 [sender.py:send():391] send: files
2024-09-01 18:03:56,372 INFO    SenderThread:41213 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-01 18:03:56,463 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: python_packages
2024-09-01 18:03:56,463 DEBUG   SenderThread:41213 [sender.py:send_request():418] send_request: python_packages
2024-09-01 18:03:56,463 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: stop_status
2024-09-01 18:03:56,464 DEBUG   SenderThread:41213 [sender.py:send_request():418] send_request: stop_status
2024-09-01 18:03:56,464 DEBUG   HandlerThread:41213 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-01 18:03:56,782 DEBUG   SenderThread:41213 [sender.py:send():391] send: telemetry
2024-09-01 18:03:56,906 INFO    Thread-12 :41213 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/tannicholas/SLT_FYP/1d-tokenizer/wandb/run-20240901_180355-9hefio2n/files/requirements.txt
